Origin,Destination,OriginLat,OriginLon,DestLat,DestLon,TRIP_TYPE,Direction,Commute_SOV,Commute_Carpool,Commute_Transit,Commute_Walk,Commute_Bicycle,Commute_Taxi,Commute_WorkAtHome,Commute_Other,Commute_Total
2502513035195E,20,42.3554898224295,-71.0580216281854,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,29,5,85,6,1,0,0,1,127
2502513035208A,20,42.3564448456566,-71.0582078415114,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,43,10,104,11,1,1,0,1,171
2502513035208B,20,42.3560705619376,-71.0548768366899,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,43,10,104,11,1,1,0,1,171
2502513035208C,20,42.3573058283414,-71.0536154393588,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,43,10,104,11,1,1,0,1,171
2502513035208D,20,42.3556632309918,-71.0556852638313,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,43,10,104,11,1,1,0,1,171
2502513035208E,20,42.3566079129288,-71.053928727948,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,43,10,104,11,1,1,0,1,171
2502513035223A,20,42.3582629765763,-71.0527615874302,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,28,5,43,6,0,0,0,1,83
2502513035223B,20,42.3568366644974,-71.0534539054153,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,28,5,43,6,0,0,0,1,83
2502513035223C,20,42.3576591148068,-71.0532216763938,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,28,5,43,6,0,0,0,1,83
2502513035223D,20,42.3576618288066,-71.0543701742311,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,28,5,43,6,0,0,0,1,83
2502513035223E,20,42.3584779813591,-71.0532477817784,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,28,5,43,6,0,0,0,1,83
2502513035236A,20,42.3592680861066,-71.0594871400582,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,52,7,59,8,0,0,0,2,128
2502513035236B,20,42.3588249642274,-71.0578168576777,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,52,7,59,8,0,0,0,2,128
2502513035236C,20,42.3589864027341,-71.0585931108024,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,52,7,59,8,0,0,0,2,128
2502513035236D,20,42.357663491005,-71.0580943898822,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,52,7,59,8,0,0,0,2,128
2502513035236E,20,42.3587588375209,-71.0599223671704,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,52,7,59,8,0,0,0,2,128
2502513035241A,20,42.356912563857,-71.0557590481072,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,22,10,55,8,0,0,0,1,96
2502513035241B,20,42.3573498452442,-71.0548478042351,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,22,10,55,8,0,0,0,1,96
2502513035241C,20,42.3567661616052,-71.0573596681579,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,22,10,55,8,0,0,0,1,96
2502513035241D,20,42.3568050520637,-71.0568090843526,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,22,10,55,8,0,0,0,1,96
2502513035241E,20,42.3568226200664,-71.0563431976508,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,22,10,55,8,0,0,0,1,96
2502513035242A,20,42.3560924576379,-71.0584617980826,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,2,46,3,1,0,0,0,68
2502513035242B,20,42.357022532728,-71.0587535356639,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,2,46,3,1,0,0,0,68
2502513035242C,20,42.3567840538908,-71.0578276987758,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,2,46,3,1,0,0,0,68
2502513035242D,20,42.3567889449042,-71.0579932055929,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,2,46,3,1,0,0,0,68
2502513035242E,20,42.3566265001693,-71.0591624784674,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,2,46,3,1,0,0,0,68
2502513035244A,20,42.358756165118,-71.0615108902534,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,66,16,111,13,1,0,0,1,208
2502513035244A,20,42.358756165118,-71.0615108902534,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,1,0,2,5,0,0,0,0,8
2502513035244B,20,42.3591740240165,-71.0616317867317,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,66,16,111,13,1,0,0,1,208
2502513035244B,20,42.3591740240165,-71.0616317867317,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,1,0,2,5,0,0,0,0,8
2502513035244C,20,42.3601626854247,-71.0602156129861,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,66,16,111,13,1,0,0,1,208
2502513035244C,20,42.3601626854247,-71.0602156129861,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,1,0,2,5,0,0,0,0,8
2502513035244D,20,42.3608651463795,-71.061336470029,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,66,16,111,13,1,0,0,1,208
2502513035244D,20,42.3608651463795,-71.061336470029,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,1,0,2,5,0,0,0,0,8
2502513035244E,20,42.3592900836097,-71.059861672952,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,66,16,111,13,1,0,0,1,208
2502513035244E,20,42.3592900836097,-71.059861672952,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,1,0,2,5,0,0,0,0,8
2502513035246A,20,42.3582448387298,-71.0555975669133,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,8,102,12,2,1,0,0,180
2502513035246B,20,42.3589728876849,-71.0559614131377,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,8,102,12,2,1,0,0,180
2502513035246C,20,42.3592225300688,-71.0546349587438,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,8,102,12,2,1,0,0,180
2502513035246D,20,42.3586672216156,-71.0543567347275,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,8,102,12,2,1,0,0,180
2502513035246E,20,42.3579775281513,-71.0554506265455,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,8,102,12,2,1,0,0,180
2502513035248A,20,42.3575800785139,-71.0573322704969,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,10,107,12,0,0,0,1,185
2502513035248A,20,42.3575800785139,-71.0573322704969,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248B,20,42.358862788777,-71.0572271158143,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,10,107,12,0,0,0,1,185
2502513035248B,20,42.358862788777,-71.0572271158143,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248C,20,42.3584985480226,-71.056987892843,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,10,107,12,0,0,0,1,185
2502513035248C,20,42.3584985480226,-71.056987892843,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248D,20,42.3575958097756,-71.0564122809594,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,10,107,12,0,0,0,1,185
2502513035248D,20,42.3575958097756,-71.0564122809594,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248E,20,42.3576143996278,-71.057887003006,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,55,10,107,12,0,0,0,1,185
2502513035248E,20,42.3576143996278,-71.057887003006,42.358963070638,-71.0522439900462,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035250A,20,42.3577831883957,-71.0596766516929,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,4,45,3,1,0,0,0,69
2502513035250B,20,42.3569846170418,-71.0603188231899,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,4,45,3,1,0,0,0,69
2502513035250C,20,42.3578051316514,-71.0606317691638,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,4,45,3,1,0,0,0,69
2502513035250D,20,42.3567093957102,-71.0602383704509,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,4,45,3,1,0,0,0,69
2502513035250E,20,42.3576897728147,-71.0593122027017,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,16,4,45,3,1,0,0,0,69
2502513035251A,20,42.3581854685516,-71.0613220984585,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,7,2,22,3,0,0,0,0,34
2502513035251B,20,42.3573660201768,-71.0610740429593,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,7,2,22,3,0,0,0,0,34
2502513035251C,20,42.358261002992,-71.0616047259007,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,7,2,22,3,0,0,0,0,34
2502513035251D,20,42.3565715407765,-71.0599228721877,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,7,2,22,3,0,0,0,0,34
2502513035251E,20,42.3580012202262,-71.0604413722719,42.358963070638,-71.0522439900462,Outside_to_Downtown,Outbound,7,2,22,3,0,0,0,0,34
2502513035030A,22,42.3613032252968,-71.055855733886,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,49,4,86,11,2,0,0,1,153
2502513035030B,22,42.3602297100834,-71.0571507525239,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,49,4,86,11,2,0,0,1,153
2502513035030C,22,42.361693756478,-71.0573003877846,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,49,4,86,11,2,0,0,1,153
2502513035030D,22,42.3610462741794,-71.0569576500934,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,49,4,86,11,2,0,0,1,153
2502513035030E,22,42.3612384100877,-71.0574635757995,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,49,4,86,11,2,0,0,1,153
2502513035031A,22,42.3612968692389,-71.0608577036591,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,37,7,66,7,0,0,0,1,118
2502513035031A,22,42.3612968692389,-71.0608577036591,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,0,0,1,0,0,0,0,0,1
2502513035031B,22,42.3608502523351,-71.060867565682,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,37,7,66,7,0,0,0,1,118
2502513035031B,22,42.3608502523351,-71.060867565682,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,0,0,1,0,0,0,0,0,1
2502513035031C,22,42.3591047883165,-71.0589716505127,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,37,7,66,7,0,0,0,1,118
2502513035031C,22,42.3591047883165,-71.0589716505127,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,0,0,1,0,0,0,0,0,1
2502513035031D,22,42.3624271939185,-71.0585220684271,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,37,7,66,7,0,0,0,1,118
2502513035031D,22,42.3624271939185,-71.0585220684271,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,0,0,1,0,0,0,0,0,1
2502513035031E,22,42.3602504487467,-71.0572897790384,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,37,7,66,7,0,0,0,1,118
2502513035031E,22,42.3602504487467,-71.0572897790384,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,0,0,1,0,0,0,0,0,1
2502513035195A,22,42.3557397198625,-71.0589192513441,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,35,6,101,8,1,0,0,1,152
2502513035195B,22,42.3555288445115,-71.056570919321,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,35,6,101,8,1,0,0,1,152
2502513035195C,22,42.3563819774574,-71.0594890328151,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,35,6,101,8,1,0,0,1,152
2502513035195D,22,42.3554726646196,-71.0573512297149,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,35,6,101,8,1,0,0,1,152
2502513035195E,22,42.3554898224295,-71.0580216281854,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,35,6,101,8,1,0,0,1,152
2502513035208A,22,42.3564448456566,-71.0582078415114,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,51,12,123,13,2,1,0,1,203
2502513035208B,22,42.3560705619376,-71.0548768366899,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,51,12,123,13,2,1,0,1,203
2502513035208C,22,42.3573058283414,-71.0536154393588,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,51,12,123,13,2,1,0,1,203
2502513035208D,22,42.3556632309918,-71.0556852638313,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,51,12,123,13,2,1,0,1,203
2502513035208E,22,42.3566079129288,-71.053928727948,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,51,12,123,13,2,1,0,1,203
2502513035223A,22,42.3582629765763,-71.0527615874302,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,33,5,51,7,0,0,0,1,97
2502513035223B,22,42.3568366644974,-71.0534539054153,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,33,5,51,7,0,0,0,1,97
2502513035223C,22,42.3576591148068,-71.0532216763938,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,33,5,51,7,0,0,0,1,97
2502513035223D,22,42.3576618288066,-71.0543701742311,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,33,5,51,7,0,0,0,1,97
2502513035223E,22,42.3584779813591,-71.0532477817784,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,33,5,51,7,0,0,0,1,97
2502513035236A,22,42.3592680861066,-71.0594871400582,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,62,8,71,10,0,0,0,2,153
2502513035236B,22,42.3588249642274,-71.0578168576777,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,62,8,71,10,0,0,0,2,153
2502513035236C,22,42.3589864027341,-71.0585931108024,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,62,8,71,10,0,0,0,2,153
2502513035236D,22,42.357663491005,-71.0580943898822,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,62,8,71,10,0,0,0,2,153
2502513035236E,22,42.3587588375209,-71.0599223671704,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,62,8,71,10,0,0,0,2,153
2502513035241A,22,42.356912563857,-71.0557590481072,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,26,12,66,10,0,0,0,1,115
2502513035241B,22,42.3573498452442,-71.0548478042351,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,26,12,66,10,0,0,0,1,115
2502513035241C,22,42.3567661616052,-71.0573596681579,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,26,12,66,10,0,0,0,1,115
2502513035241D,22,42.3568050520637,-71.0568090843526,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,26,12,66,10,0,0,0,1,115
2502513035241E,22,42.3568226200664,-71.0563431976508,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,26,12,66,10,0,0,0,1,115
2502513035242A,22,42.3560924576379,-71.0584617980826,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,20,3,54,4,1,0,0,0,82
2502513035242B,22,42.357022532728,-71.0587535356639,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,20,3,54,4,1,0,0,0,82
2502513035242C,22,42.3567840538908,-71.0578276987758,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,20,3,54,4,1,0,0,0,82
2502513035242D,22,42.3567889449042,-71.0579932055929,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,20,3,54,4,1,0,0,0,82
2502513035242E,22,42.3566265001693,-71.0591624784674,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,20,3,54,4,1,0,0,0,82
2502513035244A,22,42.358756165118,-71.0615108902534,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,78,20,132,15,1,0,0,2,248
2502513035244A,22,42.358756165118,-71.0615108902534,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,1,0,2,6,0,0,0,0,9
2502513035244B,22,42.3591740240165,-71.0616317867317,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,78,20,132,15,1,0,0,2,248
2502513035244B,22,42.3591740240165,-71.0616317867317,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,1,0,2,6,0,0,0,0,9
2502513035244C,22,42.3601626854247,-71.0602156129861,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,78,20,132,15,1,0,0,2,248
2502513035244C,22,42.3601626854247,-71.0602156129861,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,1,0,2,6,0,0,0,0,9
2502513035244D,22,42.3608651463795,-71.061336470029,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,78,20,132,15,1,0,0,2,248
2502513035244D,22,42.3608651463795,-71.061336470029,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,1,0,2,6,0,0,0,0,9
2502513035244E,22,42.3592900836097,-71.059861672952,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,78,20,132,15,1,0,0,2,248
2502513035244E,22,42.3592900836097,-71.059861672952,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,1,0,2,6,0,0,0,0,9
2502513035246A,22,42.3582448387298,-71.0555975669133,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,9,122,14,2,1,0,0,213
2502513035246B,22,42.3589728876849,-71.0559614131377,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,9,122,14,2,1,0,0,213
2502513035246C,22,42.3592225300688,-71.0546349587438,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,9,122,14,2,1,0,0,213
2502513035246D,22,42.3586672216156,-71.0543567347275,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,9,122,14,2,1,0,0,213
2502513035246E,22,42.3579775281513,-71.0554506265455,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,9,122,14,2,1,0,0,213
2502513035248A,22,42.3575800785139,-71.0573322704969,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,12,127,15,1,0,0,1,221
2502513035248A,22,42.3575800785139,-71.0573322704969,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248B,22,42.358862788777,-71.0572271158143,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,12,127,15,1,0,0,1,221
2502513035248B,22,42.358862788777,-71.0572271158143,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248C,22,42.3584985480226,-71.056987892843,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,12,127,15,1,0,0,1,221
2502513035248C,22,42.3584985480226,-71.056987892843,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248D,22,42.3575958097756,-71.0564122809594,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,12,127,15,1,0,0,1,221
2502513035248D,22,42.3575958097756,-71.0564122809594,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035248E,22,42.3576143996278,-71.057887003006,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,65,12,127,15,1,0,0,1,221
2502513035248E,22,42.3576143996278,-71.057887003006,42.3632080865273,-71.0569721575753,Downtown_to_Outside,Inbound,2,0,2,1,0,0,0,0,5
2502513035250A,22,42.3577831883957,-71.0596766516929,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,19,4,53,4,1,0,0,0,81
2502513035250B,22,42.3569846170418,-71.0603188231899,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,19,4,53,4,1,0,0,0,81
2502513035250C,22,42.3578051316514,-71.0606317691638,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,19,4,53,4,1,0,0,0,81
2502513035250D,22,42.3567093957102,-71.0602383704509,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,19,4,53,4,1,0,0,0,81
2502513035250E,22,42.3576897728147,-71.0593122027017,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,19,4,53,4,1,0,0,0,81
2502513035251A,22,42.3581854685516,-71.0613220984585,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,8,2,26,4,0,0,0,0,40
2502513035251B,22,42.3573660201768,-71.0610740429593,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,8,2,26,4,0,0,0,0,40
2502513035251C,22,42.358261002992,-71.0616047259007,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,8,2,26,4,0,0,0,0,40
2502513035251D,22,42.3565715407765,-71.0599228721877,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,8,2,26,4,0,0,0,0,40
2502513035251E,22,42.3580012202262,-71.0604413722719,42.3632080865273,-71.0569721575753,Outside_to_Downtown,Outbound,8,2,26,4,0,0,0,0,40
10,2502513035030A,42.3595208653036,-71.05240742797,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,32,2,56,7,1,0,0,1,99
11,2502513035030A,42.3608320384578,-71.0536968259314,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,29,2,51,6,1,0,0,1,90
12,2502513035030A,42.3615462020213,-71.0551487761713,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,30,2,53,6,1,0,0,1,93
13,2502513035030A,42.3579406688664,-71.0627095332243,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,72,5,125,15,3,0,0,2,222
1A,2502513035030A,42.3610766265916,-71.0620480807913,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,59,4,103,13,2,0,0,2,183
2502513035244A,2502513035030A,42.358756165118,-71.0615108902534,42.3613032252968,-71.055855733886,Downtown_to_Downtown,Inbound,0,0,0,3,0,0,0,0,3
2A,2502513035030A,42.362536730748,-71.0586248901797,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,80,6,139,17,3,0,0,2,247
4,2502513035030A,42.3550711167818,-71.0583963559651,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
5,2502513035030A,42.3550648824658,-71.0575431419387,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,34,2,59,7,1,0,0,1,104
6,2502513035030A,42.3545860747511,-71.056348727291,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
7,2502513035030A,42.3552337670812,-71.0540068230152,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,18,1,31,4,1,0,0,1,56
9,2502513035030A,42.3577921799744,-71.0518956224311,42.3613032252968,-71.055855733886,Outside_to_Downtown,Inbound,32,2,55,7,1,0,0,1,98
10,2502513035030B,42.3595208653036,-71.05240742797,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,32,2,56,7,1,0,0,1,99
11,2502513035030B,42.3608320384578,-71.0536968259314,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,29,2,51,6,1,0,0,1,90
12,2502513035030B,42.3615462020213,-71.0551487761713,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,30,2,53,6,1,0,0,1,93
13,2502513035030B,42.3579406688664,-71.0627095332243,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,72,5,125,15,3,0,0,2,222
1A,2502513035030B,42.3610766265916,-71.0620480807913,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,59,4,103,13,2,0,0,2,183
2502513035244B,2502513035030B,42.3591740240165,-71.0616317867317,42.3602297100834,-71.0571507525239,Downtown_to_Downtown,Inbound,0,0,0,3,0,0,0,0,3
2A,2502513035030B,42.362536730748,-71.0586248901797,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,80,6,139,17,3,0,0,2,247
4,2502513035030B,42.3550711167818,-71.0583963559651,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
5,2502513035030B,42.3550648824658,-71.0575431419387,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,34,2,59,7,1,0,0,1,104
6,2502513035030B,42.3545860747511,-71.056348727291,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
7,2502513035030B,42.3552337670812,-71.0540068230152,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,18,1,31,4,1,0,0,1,56
9,2502513035030B,42.3577921799744,-71.0518956224311,42.3602297100834,-71.0571507525239,Outside_to_Downtown,Inbound,32,2,55,7,1,0,0,1,98
10,2502513035030C,42.3595208653036,-71.05240742797,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,32,2,56,7,1,0,0,1,99
11,2502513035030C,42.3608320384578,-71.0536968259314,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,29,2,51,6,1,0,0,1,90
12,2502513035030C,42.3615462020213,-71.0551487761713,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,30,2,53,6,1,0,0,1,93
13,2502513035030C,42.3579406688664,-71.0627095332243,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,72,5,125,15,3,0,0,2,222
1A,2502513035030C,42.3610766265916,-71.0620480807913,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,59,4,103,13,2,0,0,2,183
2502513035244C,2502513035030C,42.3601626854247,-71.0602156129861,42.361693756478,-71.0573003877846,Downtown_to_Downtown,Inbound,0,0,0,3,0,0,0,0,3
2A,2502513035030C,42.362536730748,-71.0586248901797,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,80,6,139,17,3,0,0,2,247
4,2502513035030C,42.3550711167818,-71.0583963559651,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
5,2502513035030C,42.3550648824658,-71.0575431419387,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,34,2,59,7,1,0,0,1,104
6,2502513035030C,42.3545860747511,-71.056348727291,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,33,2,58,7,1,0,0,1,102
7,2502513035030C,42.3552337670812,-71.0540068230152,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,18,1,31,4,1,0,0,1,56
9,2502513035030C,42.3577921799744,-71.0518956224311,42.361693756478,-71.0573003877846,Outside_to_Downtown,Inbound,32,2,55,7,1,0,0,1,98
10,2502513035030D,42.3595208653036,-71.05240742797,42.3610462741794,-71.0569576500934,Outside_to_Downtown,Inbound,32,2,56,7,1,0,0,1,99
11,2502513035030D,42.3608320384578,-71.0536968259314,42.3610462741794,-71.0569576500934,Outside_to_Downtown,Inbound,29,2,51,6,1,0,0,1,90
12,2502513035030D,42.3615462020213,-71.0551487761713,42.3610462741794,-71.0569576500934,Outside_to_Downtown,Inbound,30,2,53,6,1,0,0,1,93
13,2502513035030D,42.3579406688664,-71.0627095332243,42.3610462741794,-71.0569576500934,Outside_to_Downtown,Inbound,72,5,125,15,3,0,0,2,222
