Origin,Destination,OriginLat,OriginLon,DestLat,DestLon,TRIP_TYPE,Direction,Commute_SOV,Commute_Carpool,Commute_Transit,Commute_Walk,Commute_Bicycle,Commute_Taxi,Commute_WorkAtHome,Commute_Other,Commute_Total
1A,2502513035223A,42.3610766265916,-71.0620480807913,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,40,7,62,8,0,0,0,2,119
2502513035223A,2502513035223A,42.3582629765763,-71.0527615874302,42.3582629765763,-71.0527615874302,Downtown_to_Downtown,Outbound,0,0,0,0,0,0,3,0,3
2502513035223A,2502513035223A,42.3582629765763,-71.0527615874302,42.3582629765763,-71.0527615874302,Downtown_to_Downtown,Inbound,0,0,0,0,0,0,3,0,3
2502513035248A,2502513035223A,42.3575800785139,-71.0573322704969,42.3582629765763,-71.0527615874302,Downtown_to_Downtown,Inbound,0,0,0,6,0,0,0,0,6
2A,2502513035223A,42.362536730748,-71.0586248901797,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,54,9,84,11,0,0,0,2,160
2A,2502513035223A,42.362536730748,-71.0586248901797,42.3582629765763,-71.0527615874302,Downtown_to_Outside,Outbound,0,0,0,1,0,0,0,0,1
4,2502513035223A,42.3550711167818,-71.0583963559651,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,22,4,35,5,0,0,0,1,67
5,2502513035223A,42.3550648824658,-71.0575431419387,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,23,4,36,5,0,0,0,1,69
6,2502513035223A,42.3545860747511,-71.056348727291,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,23,4,35,5,0,0,0,1,68
7,2502513035223A,42.3552337670812,-71.0540068230152,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,12,2,19,3,0,0,0,0,36
9,2502513035223A,42.3577921799744,-71.0518956224311,42.3582629765763,-71.0527615874302,Outside_to_Downtown,Inbound,21,3,33,4,0,0,0,1,62
10,2502513035223B,42.3595208653036,-71.05240742797,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,22,4,34,5,0,0,0,1,66
11,2502513035223B,42.3608320384578,-71.0536968259314,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,20,3,30,4,0,0,0,1,58
12,2502513035223B,42.3615462020213,-71.0551487761713,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,21,3,32,4,0,0,0,1,61
13,2502513035223B,42.3579406688664,-71.0627095332243,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,49,8,75,10,0,0,0,2,144
1A,2502513035223B,42.3610766265916,-71.0620480807913,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,40,7,62,8,0,0,0,2,119
2502513035223B,2502513035223B,42.3568366644974,-71.0534539054153,42.3568366644974,-71.0534539054153,Downtown_to_Downtown,Outbound,0,0,0,0,0,0,3,0,3
2502513035223B,2502513035223B,42.3568366644974,-71.0534539054153,42.3568366644974,-71.0534539054153,Downtown_to_Downtown,Inbound,0,0,0,0,0,0,3,0,3
2502513035248B,2502513035223B,42.358862788777,-71.0572271158143,42.3568366644974,-71.0534539054153,Downtown_to_Downtown,Inbound,0,0,0,6,0,0,0,0,6
2A,2502513035223B,42.362536730748,-71.0586248901797,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,54,9,84,11,0,0,0,2,160
2A,2502513035223B,42.362536730748,-71.0586248901797,42.3568366644974,-71.0534539054153,Downtown_to_Outside,Outbound,0,0,0,1,0,0,0,0,1
4,2502513035223B,42.3550711167818,-71.0583963559651,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,22,4,35,5,0,0,0,1,67
5,2502513035223B,42.3550648824658,-71.0575431419387,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,23,4,36,5,0,0,0,1,69
6,2502513035223B,42.3545860747511,-71.056348727291,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,23,4,35,5,0,0,0,1,68
7,2502513035223B,42.3552337670812,-71.0540068230152,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,12,2,19,3,0,0,0,0,36
9,2502513035223B,42.3577921799744,-71.0518956224311,42.3568366644974,-71.0534539054153,Outside_to_Downtown,Inbound,21,3,33,4,0,0,0,1,62
10,2502513035223C,42.3595208653036,-71.05240742797,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,22,4,34,5,0,0,0,1,66
11,2502513035223C,42.3608320384578,-71.0536968259314,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,20,3,30,4,0,0,0,1,58
12,2502513035223C,42.3615462020213,-71.0551487761713,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,21,3,32,4,0,0,0,1,61
13,2502513035223C,42.3579406688664,-71.0627095332243,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,49,8,75,10,0,0,0,2,144
1A,2502513035223C,42.3610766265916,-71.0620480807913,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,40,7,62,8,0,0,0,2,119
2502513035223C,2502513035223C,42.3576591148068,-71.0532216763938,42.3576591148068,-71.0532216763938,Downtown_to_Downtown,Outbound,0,0,0,0,0,0,3,0,3
2502513035223C,2502513035223C,42.3576591148068,-71.0532216763938,42.3576591148068,-71.0532216763938,Downtown_to_Downtown,Inbound,0,0,0,0,0,0,3,0,3
2502513035248C,2502513035223C,42.3584985480226,-71.056987892843,42.3576591148068,-71.0532216763938,Downtown_to_Downtown,Inbound,0,0,0,6,0,0,0,0,6
2A,2502513035223C,42.362536730748,-71.0586248901797,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,54,9,84,11,0,0,0,2,160
2A,2502513035223C,42.362536730748,-71.0586248901797,42.3576591148068,-71.0532216763938,Downtown_to_Outside,Outbound,0,0,0,1,0,0,0,0,1
4,2502513035223C,42.3550711167818,-71.0583963559651,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,22,4,35,5,0,0,0,1,67
5,2502513035223C,42.3550648824658,-71.0575431419387,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,23,4,36,5,0,0,0,1,69
6,2502513035223C,42.3545860747511,-71.056348727291,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,23,4,35,5,0,0,0,1,68
7,2502513035223C,42.3552337670812,-71.0540068230152,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,12,2,19,3,0,0,0,0,36
9,2502513035223C,42.3577921799744,-71.0518956224311,42.3576591148068,-71.0532216763938,Outside_to_Downtown,Inbound,21,3,33,4,0,0,0,1,62
10,2502513035223D,42.3595208653036,-71.05240742797,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,22,4,34,5,0,0,0,1,66
11,2502513035223D,42.3608320384578,-71.0536968259314,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,20,3,30,4,0,0,0,1,58
12,2502513035223D,42.3615462020213,-71.0551487761713,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,21,3,32,4,0,0,0,1,61
13,2502513035223D,42.3579406688664,-71.0627095332243,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,49,8,75,10,0,0,0,2,144
1A,2502513035223D,42.3610766265916,-71.0620480807913,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,40,7,62,8,0,0,0,2,119
2502513035223D,2502513035223D,42.3576618288066,-71.0543701742311,42.3576618288066,-71.0543701742311,Downtown_to_Downtown,Outbound,0,0,0,0,0,0,3,0,3
2502513035223D,2502513035223D,42.3576618288066,-71.0543701742311,42.3576618288066,-71.0543701742311,Downtown_to_Downtown,Inbound,0,0,0,0,0,0,3,0,3
2502513035248D,2502513035223D,42.3575958097756,-71.0564122809594,42.3576618288066,-71.0543701742311,Downtown_to_Downtown,Inbound,0,0,0,6,0,0,0,0,6
2A,2502513035223D,42.362536730748,-71.0586248901797,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,54,9,84,11,0,0,0,2,160
2A,2502513035223D,42.362536730748,-71.0586248901797,42.3576618288066,-71.0543701742311,Downtown_to_Outside,Outbound,0,0,0,1,0,0,0,0,1
4,2502513035223D,42.3550711167818,-71.0583963559651,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,22,4,35,5,0,0,0,1,67
5,2502513035223D,42.3550648824658,-71.0575431419387,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,23,4,36,5,0,0,0,1,69
6,2502513035223D,42.3545860747511,-71.056348727291,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,23,4,35,5,0,0,0,1,68
7,2502513035223D,42.3552337670812,-71.0540068230152,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,12,2,19,3,0,0,0,0,36
9,2502513035223D,42.3577921799744,-71.0518956224311,42.3576618288066,-71.0543701742311,Outside_to_Downtown,Inbound,21,3,33,4,0,0,0,1,62
10,2502513035223E,42.3595208653036,-71.05240742797,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,22,4,34,5,0,0,0,1,66
11,2502513035223E,42.3608320384578,-71.0536968259314,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,20,3,30,4,0,0,0,1,58
12,2502513035223E,42.3615462020213,-71.0551487761713,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,21,3,32,4,0,0,0,1,61
13,2502513035223E,42.3579406688664,-71.0627095332243,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,49,8,75,10,0,0,0,2,144
1A,2502513035223E,42.3610766265916,-71.0620480807913,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,40,7,62,8,0,0,0,2,119
2502513035223E,2502513035223E,42.3584779813591,-71.0532477817784,42.3584779813591,-71.0532477817784,Downtown_to_Downtown,Outbound,0,0,0,0,0,0,3,0,3
2502513035223E,2502513035223E,42.3584779813591,-71.0532477817784,42.3584779813591,-71.0532477817784,Downtown_to_Downtown,Inbound,0,0,0,0,0,0,3,0,3
2502513035248E,2502513035223E,42.3576143996278,-71.057887003006,42.3584779813591,-71.0532477817784,Downtown_to_Downtown,Inbound,0,0,0,6,0,0,0,0,6
2A,2502513035223E,42.362536730748,-71.0586248901797,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,54,9,84,11,0,0,0,2,160
2A,2502513035223E,42.362536730748,-71.0586248901797,42.3584779813591,-71.0532477817784,Downtown_to_Outside,Outbound,0,0,0,1,0,0,0,0,1
4,2502513035223E,42.3550711167818,-71.0583963559651,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,22,4,35,5,0,0,0,1,67
5,2502513035223E,42.3550648824658,-71.0575431419387,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,23,4,36,5,0,0,0,1,69
6,2502513035223E,42.3545860747511,-71.056348727291,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,23,4,35,5,0,0,0,1,68
7,2502513035223E,42.3552337670812,-71.0540068230152,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,12,2,19,3,0,0,0,0,36
9,2502513035223E,42.3577921799744,-71.0518956224311,42.3584779813591,-71.0532477817784,Outside_to_Downtown,Inbound,21,3,33,4,0,0,0,1,62
10,2502513035236A,42.3595208653036,-71.05240742797,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,40,5,46,6,0,0,0,2,99
11,2502513035236A,42.3608320384578,-71.0536968259314,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,37,5,42,6,0,0,0,1,91
12,2502513035236A,42.3615462020213,-71.0551487761713,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,38,5,44,6,0,0,0,2,95
13,2502513035236A,42.3579406688664,-71.0627095332243,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,90,12,103,14,0,1,0,4,224
1A,2502513035236A,42.3610766265916,-71.0620480807913,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,75,10,85,12,0,1,0,3,186
2502513035244A,2502513035236A,42.358756165118,-71.0615108902534,42.3592680861066,-71.0594871400582,Downtown_to_Downtown,Inbound,0,0,0,8,0,0,0,0,8
2A,2502513035236A,42.362536730748,-71.0586248901797,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,101,13,115,16,0,1,0,4,250
4,2502513035236A,42.3550711167818,-71.0583963559651,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
5,2502513035236A,42.3550648824658,-71.0575431419387,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,43,6,49,7,0,0,0,2,107
6,2502513035236A,42.3545860747511,-71.056348727291,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
7,2502513035236A,42.3552337670812,-71.0540068230152,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,22,3,26,3,0,0,0,1,55
9,2502513035236A,42.3577921799744,-71.0518956224311,42.3592680861066,-71.0594871400582,Outside_to_Downtown,Inbound,40,5,45,6,0,0,0,2,98
10,2502513035236B,42.3595208653036,-71.05240742797,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,40,5,46,6,0,0,0,2,99
11,2502513035236B,42.3608320384578,-71.0536968259314,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,37,5,42,6,0,0,0,1,91
12,2502513035236B,42.3615462020213,-71.0551487761713,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,38,5,44,6,0,0,0,2,95
13,2502513035236B,42.3579406688664,-71.0627095332243,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,90,12,103,14,0,1,0,4,224
1A,2502513035236B,42.3610766265916,-71.0620480807913,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,75,10,85,12,0,1,0,3,186
2502513035244B,2502513035236B,42.3591740240165,-71.0616317867317,42.3588249642274,-71.0578168576777,Downtown_to_Downtown,Inbound,0,0,0,8,0,0,0,0,8
2A,2502513035236B,42.362536730748,-71.0586248901797,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,101,13,115,16,0,1,0,4,250
4,2502513035236B,42.3550711167818,-71.0583963559651,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
5,2502513035236B,42.3550648824658,-71.0575431419387,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,43,6,49,7,0,0,0,2,107
6,2502513035236B,42.3545860747511,-71.056348727291,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
7,2502513035236B,42.3552337670812,-71.0540068230152,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,22,3,26,3,0,0,0,1,55
9,2502513035236B,42.3577921799744,-71.0518956224311,42.3588249642274,-71.0578168576777,Outside_to_Downtown,Inbound,40,5,45,6,0,0,0,2,98
10,2502513035236C,42.3595208653036,-71.05240742797,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,40,5,46,6,0,0,0,2,99
11,2502513035236C,42.3608320384578,-71.0536968259314,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,37,5,42,6,0,0,0,1,91
12,2502513035236C,42.3615462020213,-71.0551487761713,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,38,5,44,6,0,0,0,2,95
13,2502513035236C,42.3579406688664,-71.0627095332243,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,90,12,103,14,0,1,0,4,224
1A,2502513035236C,42.3610766265916,-71.0620480807913,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,75,10,85,12,0,1,0,3,186
2502513035244C,2502513035236C,42.3601626854247,-71.0602156129861,42.3589864027341,-71.0585931108024,Downtown_to_Downtown,Inbound,0,0,0,8,0,0,0,0,8
2A,2502513035236C,42.362536730748,-71.0586248901797,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,101,13,115,16,0,1,0,4,250
4,2502513035236C,42.3550711167818,-71.0583963559651,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
5,2502513035236C,42.3550648824658,-71.0575431419387,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,43,6,49,7,0,0,0,2,107
6,2502513035236C,42.3545860747511,-71.056348727291,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
7,2502513035236C,42.3552337670812,-71.0540068230152,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,22,3,26,3,0,0,0,1,55
9,2502513035236C,42.3577921799744,-71.0518956224311,42.3589864027341,-71.0585931108024,Outside_to_Downtown,Inbound,40,5,45,6,0,0,0,2,98
10,2502513035236D,42.3595208653036,-71.05240742797,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,40,5,46,6,0,0,0,2,99
11,2502513035236D,42.3608320384578,-71.0536968259314,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,37,5,42,6,0,0,0,1,91
12,2502513035236D,42.3615462020213,-71.0551487761713,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,38,5,44,6,0,0,0,2,95
13,2502513035236D,42.3579406688664,-71.0627095332243,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,90,12,103,14,0,1,0,4,224
1A,2502513035236D,42.3610766265916,-71.0620480807913,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,75,10,85,12,0,1,0,3,186
2502513035244D,2502513035236D,42.3608651463795,-71.061336470029,42.357663491005,-71.0580943898822,Downtown_to_Downtown,Inbound,0,0,0,8,0,0,0,0,8
2A,2502513035236D,42.362536730748,-71.0586248901797,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,101,13,115,16,0,1,0,4,250
4,2502513035236D,42.3550711167818,-71.0583963559651,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
5,2502513035236D,42.3550648824658,-71.0575431419387,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,43,6,49,7,0,0,0,2,107
6,2502513035236D,42.3545860747511,-71.056348727291,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
7,2502513035236D,42.3552337670812,-71.0540068230152,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,22,3,26,3,0,0,0,1,55
9,2502513035236D,42.3577921799744,-71.0518956224311,42.357663491005,-71.0580943898822,Outside_to_Downtown,Inbound,40,5,45,6,0,0,0,2,98
10,2502513035236E,42.3595208653036,-71.05240742797,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,40,5,46,6,0,0,0,2,99
11,2502513035236E,42.3608320384578,-71.0536968259314,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,37,5,42,6,0,0,0,1,91
12,2502513035236E,42.3615462020213,-71.0551487761713,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,38,5,44,6,0,0,0,2,95
13,2502513035236E,42.3579406688664,-71.0627095332243,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,90,12,103,14,0,1,0,4,224
1A,2502513035236E,42.3610766265916,-71.0620480807913,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,75,10,85,12,0,1,0,3,186
2502513035244E,2502513035236E,42.3592900836097,-71.059861672952,42.3587588375209,-71.0599223671704,Downtown_to_Downtown,Inbound,0,0,0,8,0,0,0,0,8
2A,2502513035236E,42.362536730748,-71.0586248901797,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,101,13,115,16,0,1,0,4,250
4,2502513035236E,42.3550711167818,-71.0583963559651,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
5,2502513035236E,42.3550648824658,-71.0575431419387,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,43,6,49,7,0,0,0,2,107
6,2502513035236E,42.3545860747511,-71.056348727291,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,42,6,48,7,0,0,0,2,105
7,2502513035236E,42.3552337670812,-71.0540068230152,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,22,3,26,3,0,0,0,1,55
9,2502513035236E,42.3577921799744,-71.0518956224311,42.3587588375209,-71.0599223671704,Outside_to_Downtown,Inbound,40,5,45,6,0,0,0,2,98
10,2502513035241A,42.3595208653036,-71.05240742797,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,17,8,43,6,0,0,0,1,75
11,2502513035241A,42.3608320384578,-71.0536968259314,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,15,7,39,6,0,0,0,0,67
12,2502513035241A,42.3615462020213,-71.0551487761713,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,16,7,41,6,0,0,0,1,71
13,2502513035241A,42.3579406688664,-71.0627095332243,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,37,18,96,14,0,0,0,1,166
1A,2502513035241A,42.3610766265916,-71.0620480807913,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,31,15,79,12,0,0,0,1,138
2A,2502513035241A,42.362536730748,-71.0586248901797,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,42,20,107,16,0,0,0,1,186
4,2502513035241A,42.3550711167818,-71.0583963559651,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,17,8,44,6,0,0,0,1,76
5,2502513035241A,42.3550648824658,-71.0575431419387,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,18,8,46,7,0,0,0,1,80
6,2502513035241A,42.3545860747511,-71.056348727291,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,17,8,45,7,0,0,0,1,78
7,2502513035241A,42.3552337670812,-71.0540068230152,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,9,4,24,3,0,0,0,0,40
9,2502513035241A,42.3577921799744,-71.0518956224311,42.356912563857,-71.0557590481072,Outside_to_Downtown,Inbound,16,8,42,6,0,0,0,1,73
10,2502513035241B,42.3595208653036,-71.05240742797,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,17,8,43,6,0,0,0,1,75
11,2502513035241B,42.3608320384578,-71.0536968259314,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,15,7,39,6,0,0,0,0,67
12,2502513035241B,42.3615462020213,-71.0551487761713,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,16,7,41,6,0,0,0,1,71
13,2502513035241B,42.3579406688664,-71.0627095332243,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,37,18,96,14,0,0,0,1,166
1A,2502513035241B,42.3610766265916,-71.0620480807913,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,31,15,79,12,0,0,0,1,138
2A,2502513035241B,42.362536730748,-71.0586248901797,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,42,20,107,16,0,0,0,1,186
4,2502513035241B,42.3550711167818,-71.0583963559651,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,17,8,44,6,0,0,0,1,76
5,2502513035241B,42.3550648824658,-71.0575431419387,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,18,8,46,7,0,0,0,1,80
6,2502513035241B,42.3545860747511,-71.056348727291,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,17,8,45,7,0,0,0,1,78
7,2502513035241B,42.3552337670812,-71.0540068230152,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,9,4,24,3,0,0,0,0,40
9,2502513035241B,42.3577921799744,-71.0518956224311,42.3573498452442,-71.0548478042351,Outside_to_Downtown,Inbound,16,8,42,6,0,0,0,1,73
10,2502513035241C,42.3595208653036,-71.05240742797,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,17,8,43,6,0,0,0,1,75
11,2502513035241C,42.3608320384578,-71.0536968259314,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,15,7,39,6,0,0,0,0,67
12,2502513035241C,42.3615462020213,-71.0551487761713,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,16,7,41,6,0,0,0,1,71
13,2502513035241C,42.3579406688664,-71.0627095332243,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,37,18,96,14,0,0,0,1,166
1A,2502513035241C,42.3610766265916,-71.0620480807913,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,31,15,79,12,0,0,0,1,138
2A,2502513035241C,42.362536730748,-71.0586248901797,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,42,20,107,16,0,0,0,1,186
4,2502513035241C,42.3550711167818,-71.0583963559651,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,17,8,44,6,0,0,0,1,76
5,2502513035241C,42.3550648824658,-71.0575431419387,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,18,8,46,7,0,0,0,1,80
6,2502513035241C,42.3545860747511,-71.056348727291,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,17,8,45,7,0,0,0,1,78
7,2502513035241C,42.3552337670812,-71.0540068230152,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,9,4,24,3,0,0,0,0,40
9,2502513035241C,42.3577921799744,-71.0518956224311,42.3567661616052,-71.0573596681579,Outside_to_Downtown,Inbound,16,8,42,6,0,0,0,1,73
10,2502513035241D,42.3595208653036,-71.05240742797,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,17,8,43,6,0,0,0,1,75
11,2502513035241D,42.3608320384578,-71.0536968259314,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,15,7,39,6,0,0,0,0,67
12,2502513035241D,42.3615462020213,-71.0551487761713,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,16,7,41,6,0,0,0,1,71
13,2502513035241D,42.3579406688664,-71.0627095332243,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,37,18,96,14,0,0,0,1,166
1A,2502513035241D,42.3610766265916,-71.0620480807913,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,31,15,79,12,0,0,0,1,138
2A,2502513035241D,42.362536730748,-71.0586248901797,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,42,20,107,16,0,0,0,1,186
4,2502513035241D,42.3550711167818,-71.0583963559651,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,17,8,44,6,0,0,0,1,76
5,2502513035241D,42.3550648824658,-71.0575431419387,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,18,8,46,7,0,0,0,1,80
6,2502513035241D,42.3545860747511,-71.056348727291,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,17,8,45,7,0,0,0,1,78
7,2502513035241D,42.3552337670812,-71.0540068230152,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,9,4,24,3,0,0,0,0,40
9,2502513035241D,42.3577921799744,-71.0518956224311,42.3568050520637,-71.0568090843526,Outside_to_Downtown,Inbound,16,8,42,6,0,0,0,1,73
10,2502513035241E,42.3595208653036,-71.05240742797,42.3568226200664,-71.0563431976508,Outside_to_Downtown,Inbound,17,8,43,6,0,0,0,1,75
11,2502513035241E,42.3608320384578,-71.0536968259314,42.3568226200664,-71.0563431976508,Outside_to_Downtown,Inbound,15,7,39,6,0,0,0,0,67
12,2502513035241E,42.3615462020213,-71.0551487761713,42.3568226200664,-71.0563431976508,Outside_to_Downtown,Inbound,16,7,41,6,0,0,0,1,71
13,2502513035241E,42.3579406688664,-71.0627095332243,42.3568226200664,-71.0563431976508,Outside_to_Downtown,Inbound,37,18,96,14,0,0,0,1,166
